"","horizon","economist","forecast"
"1",3,1,1.7
"2",3,2,1.6
"3",3,3,1.7
"4",3,4,1.8
"5",3,5,NA
"6",3,7,1.75
"7",3,9,1.8
"8",3,10,1.73089597
"9",3,11,1.8
"10",3,14,1.7
"11",3,15,1.75
"12",3,16,1.8
"13",3,17,1.6
"14",3,20,1.8
"15",3,22,1.8
"16",3,23,1.8
"17",3,24,1.8
"18",3,26,1.8
"19",3,28,1.9
"20",3,29,1.7
"21",3,30,1.8
"22",3,31,1.8
"23",3,32,1.8
"24",3,33,1.8
"25",3,35,1.9
"26",3,36,2
"27",3,37,1.9
"28",3,38,1.7
"29",3,39,1.9
"30",3,40,1.7
"31",3,41,1.5
"32",3,42,1.8
"33",3,45,1.8
"34",3,47,1.8
"35",3,48,1.9
"36",3,50,1.5
"37",3,52,1.7
"38",3,54,1.8
"39",3,56,1.8
"40",3,57,1.7
"41",3,59,1.7
"42",3,60,1.8
"43",3,61,1.8
"44",3,62,1.5
"45",3,63,1.7
"46",3,67,1.9
"47",3,68,1.7
"48",3,70,1.7
"49",3,71,1.9
"50",3,73,1.7
"51",3,76,1.8
"52",3,80,1.6
"53",3,82,1.7
"54",3,85,2
"55",3,88,1.7
"56",3,89,1.8
"57",3,90,1.8
"58",3,91,1.9
"59",3,92,2.1
"60",3,93,1.8
"61",3,94,1.9
"62",3,95,1.7
"63",3,96,2.1
"64",3,97,1.8
"65",7,1,1.8
"66",7,2,2
"67",7,3,2
"68",7,4,1.9
"69",7,5,NA
"70",7,7,1.5
"71",7,9,1.8
"72",7,10,1.78008688
"73",7,11,1.7
"74",7,14,1.6
"75",7,15,1.6
"76",7,16,1.6
"77",7,17,1.5
"78",7,20,1.8
"79",7,22,1.7
"80",7,23,2
"81",7,24,1.6
"82",7,26,1.8
"83",7,28,2
"84",7,29,1.6
"85",7,30,1.9
"86",7,31,1.7
"87",7,32,1.9
"88",7,33,1.9
"89",7,35,NA
"90",7,36,1.8
"91",7,37,1.9
"92",7,38,1.6
"93",7,39,1.9
"94",7,40,1.6
"95",7,41,2.3
"96",7,42,1.7
"97",7,45,1.8
"98",7,47,1.7
"99",7,48,1.7
"100",7,50,1.5
"101",7,52,1.4
"102",7,54,1.8
"103",7,56,1.7
"104",7,57,1.8
"105",7,59,1.6
"106",7,60,1.7
"107",7,61,2.1
"108",7,62,1.75
"109",7,63,1.7
"110",7,67,2
"111",7,68,1.6
"112",7,70,1.5
"113",7,71,1.8
"114",7,73,1.7
"115",7,76,1.4
"116",7,80,1.9
"117",7,82,1.2
"118",7,85,1.9
"119",7,88,1.6
"120",7,89,1.8
"121",7,90,1.8
"122",7,91,2
"123",7,92,1.9
"124",7,93,1.7
"125",7,94,1.9
"126",7,95,1.6
"127",7,96,2
"128",7,97,1.5
"129",19,1,2
"130",19,2,1.6
"131",19,3,2
"132",19,4,2
"133",19,5,NA
"134",19,7,1.9
"135",19,9,1.8
"136",19,10,1.8
"137",19,11,1.8
"138",19,14,1.5
"139",19,15,1.7
"140",19,16,2.1
"141",19,17,1.5
"142",19,20,2
"143",19,22,1.7
"144",19,23,2.3
"145",19,24,1.9
"146",19,26,1.8
"147",19,28,2
"148",19,29,1.8
"149",19,30,2.2
"150",19,31,1.9
"151",19,32,NA
"152",19,33,2
"153",19,35,NA
"154",19,36,2.3
"155",19,37,2
"156",19,38,NA
"157",19,39,1.8
"158",19,40,1.7
"159",19,41,2.7
"160",19,42,1.5
"161",19,45,NA
"162",19,47,NA
"163",19,48,NA
"164",19,50,NA
"165",19,52,2
"166",19,54,1.7
"167",19,56,1.8
"168",19,57,NA
"169",19,59,2
"170",19,60,2.2
"171",19,61,NA
"172",19,62,NA
"173",19,63,1.8
"174",19,67,2
"175",19,68,NA
"176",19,70,NA
"177",19,71,2
"178",19,73,NA
"179",19,76,1.9
"180",19,80,1.6
"181",19,82,NA
"182",19,85,2
"183",19,88,1.8
"184",19,89,1.8
"185",19,90,2
"186",19,91,2
"187",19,92,NA
"188",19,93,2.4
"189",19,94,2.3
"190",19,95,1.6
"191",19,96,NA
"192",19,97,1.7
